Region,Soil_Type,Crop,Rainfall_mm,Temperature_Celsius,Fertilizer_Used,Irrigation_Used,Weather_Condition,Days_to_Harvest,Yield_tons_per_hectare
East,Chalky,Rice,550.861032097828,22.40777899222239,True,False,Sunny,65,4.763686629565328
North,Loam,Cotton,988.2435823272135,19.4076735469676,False,True,Cloudy,80,6.319186899815463
South,Loam,Maize,638.7242530641003,19.383872801063525,True,True,Cloudy,87,6.153750811044066
North,Chalky,Soybean,827.3578459544393,38.70028613423065,True,True,Cloudy,140,7.409493344963068
South,Clay,Cotton,183.0344065353612,27.346150773375093,True,False,Cloudy,143,2.8322016692848693
East,Silt,Wheat,203.17867741663187,19.87723833025691,True,True,Sunny,93,3.7778498813407086
North,Clay,Cotton,152.29398700457222,25.848474357994554,False,False,Rainy,124,1.352126538749795
North,Silt,Soybean,460.3599281450505,23.65671145674532,True,True,Rainy,146,6.196712996574814
South,Chalky,Wheat,898.592470280999,33.107219917388065,False,False,Sunny,97,4.810048649975837
West,Silt,Cotton,240.78434082972248,21.952472706098888,False,False,Cloudy,66,0.9272761013849052
South,Peaty,Wheat,683.3994989648015,36.58698785361532,True,True,Cloudy,76,7.83275008135206
West,Peaty,Cotton,395.581553862047,16.050997825221625,True,True,Sunny,142,4.843482993837872
South,Chalky,Rice,675.3471255241361,30.283948007992848,False,False,Sunny,96,3.797643573094313
East,Silt,Barley,375.47375181878823,36.679720903753854,False,True,Sunny,101,4.075345750595739
North,Sandy,Cotton,267.8233629912821,20.096490662870476,False,True,Rainy,61,3.408026143730274
South,Loam,Cotton,911.0343993283801,37.62817160324008,False,True,Cloudy,96,6.991782850603605
East,Loam,Rice,787.1044127114592,28.459560441865467,True,True,Sunny,85,7.07255980508852
South,Chalky,Rice,256.5604406958517,36.832325242964345,True,True,Sunny,71,4.711290446951905
North,Peaty,Rice,564.9727199470601,31.280780156999832,True,True,Cloudy,132,6.923433857402061
South,Silt,Rice,885.4132789865314,23.350289929205395,False,True,Rainy,85,6.725444585503227
West,Loam,Wheat,610.9806870740738,15.449267576648001,True,True,Cloudy,101,5.638344907043368
North,Silt,Barley,831.9498085703339,30.093070753682202,True,False,Rainy,92,5.656059585719261
West,Loam,Cotton,569.8933360496401,23.460810558500576,False,True,Sunny,125,3.5811658493510623
East,Silt,Maize,941.5682295498933,33.357803923825045,False,True,Sunny,125,6.601630457759092
East,Silt,Maize,655.7366893166785,19.423323790536067,False,False,Sunny,80,3.7265037511511943
South,Chalky,Rice,198.75302650040175,24.280539736363323,False,True,Cloudy,137,2.9583189986762695
West,Clay,Soybean,110.17842540448177,28.0743837600361,False,True,Rainy,141,2.3505765900116358
West,Chalky,Barley,916.4109697181559,24.881761543129066,True,False,Cloudy,146,6.506749720207947
North,Clay,Wheat,193.79229082272406,38.88483152348068,False,True,Cloudy,78,3.3588863752250844
West,Loam,Cotton,308.70375931366937,16.147089049641725,False,False,Sunny,78,2.2623933601187183
West,Chalky,Maize,429.2543322550548,27.274333491719783,False,False,Rainy,85,2.978861105353962
North,Sandy,Maize,597.2721477216519,33.541882992797994,False,False,Rainy,73,3.836426804066729
North,Clay,Soybean,154.28607612575942,31.609054824690915,False,False,Cloudy,77,0.9793910595121149
West,Chalky,Cotton,720.1120011093886,36.34658459044515,True,True,Sunny,134,7.535832142077098
South,Loam,Soybean,509.3826054047473,17.25517538364445,True,False,Rainy,131,5.253103681803709
North,Silt,Rice,302.5901802214964,27.78946493601982,True,True,Sunny,116,4.469444144670606
North,Sandy,Barley,167.87204211200498,34.211578925048,False,False,Sunny,66,1.612673894750323
West,Silt,Cotton,696.0989407261204,35.87493815555089,False,False,Cloudy,92,5.089442719136908
West,Peaty,Barley,710.5925118143463,36.077281631645874,True,True,Sunny,97,6.264505896973428
North,Clay,Rice,252.01987349648655,18.012438828267026,False,True,Cloudy,86,2.62876866743364
West,Clay,Soybean,303.68966785492324,31.364990825279573,False,False,Rainy,74,2.154876689864631
North,Chalky,Soybean,107.15916355619942,30.991150892276277,False,False,Cloudy,103,1.168124005603401
South,Loam,Maize,162.81466027131506,18.09748429470793,True,False,Sunny,143,3.0614697507648505
South,Sandy,Rice,196.94646372933016,24.448291348395486,False,False,Cloudy,110,1.657252664498999
North,Chalky,Cotton,632.425951081969,18.52323466898995,True,False,Sunny,146,5.16014417655472
North,Loam,Barley,553.3970411886742,23.78988736190395,False,False,Sunny,79,3.163532054237871
East,Silt,Rice,681.759591896905,15.208606101660735,True,True,Cloudy,82,6.38683804397662
East,Chalky,Barley,162.30867492601848,37.81357790137346,False,True,Sunny,124,2.92798832369918
West,Clay,Rice,623.4704495764406,36.738482241839286,True,True,Sunny,134,6.519633184177815
West,Sandy,Barley,317.2054032086937,24.749347727259398,True,True,Sunny,75,3.7247249775592213
North,Chalky,Barley,796.081652143169,25.095189181007633,True,True,Rainy,85,7.6789126009395705
North,Clay,Rice,952.4925354764935,23.087411952772353,True,False,Rainy,122,6.51566031774271
East,Loam,Rice,521.187207650629,32.95499184633377,False,True,Rainy,135,4.239357987411458
East,Peaty,Rice,877.4012461157528,28.036874432665634,False,False,Cloudy,99,4.61391194275558
North,Silt,Soybean,199.38193686127573,24.40539970164948,False,False,Rainy,77,2.094286585378294
South,Peaty,Soybean,276.8272071156307,17.91124289729895,True,True,Sunny,141,3.9058844249419966
South,Silt,Barley,937.2900423960346,30.518052107205712,False,True,Sunny,134,6.213989656127186
West,Sandy,Wheat,516.6737563569112,22.21935548462192,False,True,Cloudy,113,3.939059889860661
North,Sandy,Rice,981.1911108253431,18.418557936320738,False,True,Rainy,92,6.3418586108777175
North,Sandy,Cotton,486.1247495019684,15.507489196515158,True,True,Cloudy,91,6.2070702856377595
West,Sandy,Wheat,458.9578967201652,33.85071388428025,False,True,Cloudy,143,4.0146005289268025
East,Sandy,Barley,330.79499240333143,38.51166104982815,False,True,Sunny,135,3.2869461607322696
East,Clay,Soybean,451.1234883805891,30.496617848363854,False,True,Sunny,102,4.594293721278484
South,Chalky,Cotton,496.9463416757933,25.568865031550402,False,True,Rainy,76,4.274884834536626
North,Silt,Rice,629.7710095182414,32.98805708039073,True,True,Sunny,146,6.786116466344885
East,Clay,Soybean,689.519068576608,30.799099188441502,True,False,Sunny,118,5.616851343896316
South,Chalky,Cotton,368.3224601606604,37.77381372847882,False,False,Rainy,62,3.2839212001199387
South,Clay,Wheat,648.6967692402058,29.54703876162132,True,False,Cloudy,61,6.130752066776377
South,Chalky,Wheat,159.5660203012851,24.9721237755901,True,False,Sunny,133,2.9730793044447448
East,Clay,Barley,421.39258158536484,26.90353635395845,False,False,Sunny,81,2.789131242335678
East,Silt,Soybean,393.2817478413012,36.304173419650596,True,False,Rainy,116,4.043225677344459
North,Clay,Cotton,383.29884425835326,29.377678328185127,False,False,Cloudy,71,1.5442521626503063
North,Clay,Soybean,226.87526386752347,34.66627907071711,True,False,Cloudy,72,3.849028022985574
South,Chalky,Barley,364.48925371570704,31.758869802401787,False,True,Rainy,131,3.874756256604906
South,Clay,Cotton,458.5995004635209,33.48144272870593,False,True,Rainy,61,4.460094241014074
East,Silt,Barley,551.5683721763676,22.65677758682346,True,False,Cloudy,113,5.278325941792021
East,Chalky,Soybean,185.53146305063393,32.14388839379278,False,True,Sunny,140,3.083340782069185
North,Peaty,Soybean,849.4992050731246,32.08102534554574,True,True,Rainy,124,7.578161961989303
North,Silt,Soybean,671.7994392974817,34.643178973914445,False,False,Rainy,126,3.7392577439188903
West,Chalky,Maize,503.22234759174466,37.97029655066546,False,False,Sunny,67,2.815162237275302
North,Loam,Soybean,882.2137787372645,29.65297520739313,False,True,Sunny,117,5.70566917316893
East,Sandy,Rice,376.76646608426427,15.709764214537314,True,True,Sunny,77,5.150459039387446
South,Peaty,Maize,437.5996378879563,33.72773003103259,True,True,Sunny,109,5.6524410858832805
West,Clay,Rice,235.6183833042429,25.040920780084477,True,True,Rainy,136,4.733027563279474
North,Peaty,Cotton,778.3133470852239,20.635804717967623,True,True,Cloudy,86,7.11703625606298
North,Silt,Barley,895.1636702783933,22.26624220065088,False,False,Cloudy,103,5.485161152300936
East,Silt,Wheat,316.30313947409644,30.215314530960235,True,False,Cloudy,88,3.324933400185234
West,Chalky,Soybean,943.3883133369544,35.56962782048862,False,False,Rainy,140,5.838040337247862
North,Chalky,Rice,403.542782796053,27.282589257359476,False,False,Rainy,131,2.174064711800877
South,Loam,Soybean,244.26715280055438,38.71592190099213,False,True,Rainy,123,3.907270785930614
East,Silt,Maize,757.5859820939501,34.10702586704933,True,True,Cloudy,147,7.140072115917142
West,Chalky,Rice,926.6790869957255,29.089339911472035,False,False,Cloudy,130,4.822715325806456
North,Loam,Cotton,277.17238481480354,15.034366199296237,False,True,Rainy,69,3.547083241656722
North,Silt,Cotton,255.81364783409484,35.07654504578829,True,False,Rainy,139,3.8142161539489425
West,Clay,Cotton,483.1190382779477,21.889785915851355,True,True,Sunny,114,6.017049993768001
East,Sandy,Cotton,970.6082169277832,26.81797538155154,False,True,Rainy,123,6.241291050360108
West,Sandy,Wheat,643.7405071531579,27.663186560452292,True,True,Rainy,99,6.554635347665477
West,Peaty,Wheat,225.35855548511023,19.562283336506773,True,True,Sunny,88,4.024300676770591
East,Silt,Barley,748.7781125424337,15.290427523345896,False,True,Rainy,115,4.843442703838714
North,Peaty,Wheat,823.5782924432183,30.583586666659272,False,True,Cloudy,136,5.66010350370729
South,Sandy,Cotton,382.35352597395695,31.15306703406379,False,True,Sunny,72,3.55374114528166
East,Chalky,Cotton,855.5185792721707,30.426763756646885,True,False,Sunny,86,7.036937656553553
South,Silt,Wheat,573.6861089323044,19.72308775938604,False,True,Rainy,141,5.334404629515929
North,Silt,Barley,169.25605107034494,36.42721823340218,False,False,Cloudy,100,1.3797924550715859
West,Clay,Soybean,434.65465541520473,35.18784744667711,False,False,Rainy,134,3.062374167392708
South,Clay,Soybean,313.7973070989598,34.336162907192104,True,False,Sunny,101,4.486535335840469
North,Silt,Wheat,395.4968797833574,35.84480266226717,False,True,Sunny,143,3.9873595070545615
North,Peaty,Cotton,205.74873682821107,29.766588716562012,True,True,Cloudy,66,4.315417950770528
West,Loam,Wheat,339.82283291247313,35.779103538087554,True,True,Rainy,75,4.804230131294072
West,Loam,Barley,131.6302513767605,17.80421897883912,False,False,Rainy,104,0.2144069198528894
North,Peaty,Maize,873.6016809236903,28.81525778651327,False,True,Sunny,93,6.7705652060113355
North,Peaty,Wheat,657.4681460736131,15.819430186707828,True,True,Sunny,101,7.059369447547921
South,Peaty,Barley,729.380965300001,19.650984760787953,False,True,Cloudy,79,5.078120545002698
North,Loam,Cotton,505.89740213737247,33.187944774777655,True,False,Sunny,68,3.9608241664546253
North,Clay,Wheat,337.80528358624656,37.10602535146532,True,True,Sunny,90,5.100335692373526
South,Sandy,Rice,173.77613060121354,31.5301121779155,False,False,Rainy,86,1.2067800598930178
East,Sandy,Maize,711.0978530704944,37.61244642006163,True,False,Rainy,106,4.756412773110849
South,Peaty,Soybean,161.11240287311074,38.38398938639942,False,False,Rainy,143,1.3085690316026248
South,Silt,Soybean,275.1986703997443,15.660361339517213,True,False,Cloudy,82,3.2318523678970954
West,Clay,Wheat,115.98680886431244,32.81937378468041,True,True,Rainy,140,4.157649820061652
South,Peaty,Wheat,121.16590178057199,30.22056594864351,False,True,Cloudy,104,2.3632790060594684
North,Silt,Maize,850.7830265100495,21.33183508519111,True,False,Sunny,71,5.417125929963276
North,Clay,Wheat,247.99047427651965,35.38520624546076,False,True,Rainy,137,3.231449554436246
North,Clay,Rice,692.6830181710689,30.429592795289814,True,False,Sunny,123,5.565402896935037
East,Chalky,Maize,348.7276922930314,22.555255051951523,True,False,Rainy,112,3.4936565175497845
North,Sandy,Soybean,735.931894610082,31.867689753500006,False,False,Sunny,141,3.6546950210733815
East,Sandy,Barley,526.4331074301481,33.829556372067806,False,True,Cloudy,102,3.7023758584646096
North,Loam,Cotton,747.6827600460393,33.3894159107707,True,True,Cloudy,100,7.325787086514803
South,Clay,Wheat,420.3750824213045,35.33251479920116,True,True,Cloudy,146,5.987424587516612
West,Silt,Barley,120.91810931293645,15.57511324946632,True,False,Cloudy,106,2.8978843596365507
North,Peaty,Barley,168.11546283435246,19.21928710498786,False,True,Rainy,75,2.7044223730848813
East,Clay,Rice,820.9102169917876,30.75516590855991,True,False,Cloudy,112,6.1269051024110395
East,Sandy,Barley,901.844578519626,26.03694484053755,False,False,Cloudy,78,5.0639346892523545
West,Clay,Cotton,848.8945329601862,39.674232926662214,True,False,Sunny,131,5.9966831522002115
North,Peaty,Cotton,148.1666972011696,23.14116850882614,False,True,Cloudy,112,2.254391458295097
South,Clay,Rice,666.1876957957483,27.926670238395836,True,False,Sunny,102,5.511592938273191
North,Sandy,Maize,689.0857051316452,30.74555254212294,True,True,Rainy,65,6.733771118844449
North,Loam,Wheat,629.0882048164891,36.35325430448437,False,True,Sunny,126,4.950589091645869
West,Peaty,Rice,146.0455763255143,23.935764462316406,True,True,Sunny,111,4.995092216196994
North,Sandy,Wheat,965.9336565277958,26.10869200593806,False,True,Cloudy,116,7.0641850761015075
South,Clay,Barley,178.17127910617052,23.670930288772297,False,False,Cloudy,111,0.9611130351535683
East,Clay,Cotton,665.7089710147548,34.25403378707824,False,True,Cloudy,88,6.507786041470915
West,Clay,Maize,741.0416656578049,31.0068961444907,False,False,Sunny,131,5.746369009594209
South,Chalky,Rice,300.7984079289744,29.14351666701009,True,True,Rainy,60,4.287590247575399
East,Loam,Cotton,440.6728804558764,35.71588891976947,False,True,Rainy,98,3.7611768463091013
West,Peaty,Cotton,142.1604359057654,21.20476812254963,True,False,Cloudy,132,2.789033168138648
West,Clay,Barley,233.28798461624652,32.41502968767535,False,False,Rainy,149,1.4610349174884498
East,Sandy,Cotton,827.8830576076246,17.79061668406601,False,True,Cloudy,139,5.372642305756839
East,Chalky,Soybean,703.8420794386489,27.969861352323747,True,True,Cloudy,97,8.20009922753156
South,Clay,Maize,932.5443945521552,17.562191422836968,False,True,Sunny,101,6.2378426606956054
North,Loam,Rice,801.6403460371627,18.99065225929673,False,True,Sunny,147,6.304859888551193
North,Loam,Rice,129.19381169825652,27.12981960559321,False,False,Sunny,123,1.0658554225430952
North,Loam,Wheat,905.203025023995,32.82101490025261,True,False,Rainy,105,7.0679132619389495
North,Peaty,Barley,234.65616784504982,29.7404580653305,False,True,Rainy,139,2.667486916914226
North,Loam,Wheat,743.5126756419229,28.81321662487148,False,False,Sunny,105,4.046361943283899
South,Clay,Rice,366.9554212295784,36.69713246615457,False,True,Rainy,73,3.1972869455155197
West,Chalky,Rice,309.4499164886421,26.124673232250778,True,True,Sunny,110,5.709601221583846
South,Sandy,Wheat,599.9133447871931,20.16388873952323,False,True,Cloudy,98,4.534398120310109
South,Chalky,Cotton,999.1879096659941,19.240343928137065,False,False,Rainy,78,5.076787908361332
South,Peaty,Cotton,357.52818654240957,30.905778667528885,True,True,Sunny,131,5.415842686691884
West,Loam,Cotton,259.29635678438353,23.314016729062885,False,False,Sunny,118,0.8499499154062555
South,Sandy,Barley,592.2111295788281,35.40688201957717,True,False,Cloudy,72,4.744392929961867
South,Loam,Cotton,528.5809454873342,37.64597736817471,False,False,Rainy,78,3.99721534736946
West,Silt,Rice,316.25354007702674,37.19239948788538,True,False,Rainy,90,4.307427976772825
South,Sandy,Cotton,834.4855684887312,24.402287730799088,False,True,Cloudy,96,5.140371731466807
North,Loam,Maize,592.0835204283538,26.194015811903274,True,True,Rainy,142,6.026426835477667
East,Chalky,Barley,630.5132558573285,25.51927591185137,True,True,Sunny,144,5.9169218967256505
South,Clay,Maize,572.685893174481,36.77048450751212,True,True,Cloudy,136,6.404177722830104
East,Clay,Rice,844.8299918302139,36.34372107988955,False,False,Sunny,109,5.25956574555634
South,Loam,Wheat,888.7950761589508,25.228227045848747,True,False,Rainy,61,7.3867335058726775
South,Sandy,Soybean,525.7876249670093,33.63002818711642,True,True,Rainy,93,6.112881367787593
North,Sandy,Cotton,549.005874254493,27.721868628981426,True,True,Sunny,96,4.7715963237664205
West,Clay,Maize,739.4578629932454,16.525054937630614,True,False,Cloudy,124,5.999159347422161
East,Sandy,Cotton,648.7244111451987,28.50166988784633,False,False,Rainy,135,3.9783957878041596
West,Peaty,Maize,508.9661622737547,35.36575549130869,True,True,Rainy,77,6.525131977796305
North,Chalky,Soybean,150.00958549741713,34.758897405242294,True,False,Cloudy,123,2.9480813902176837
North,Loam,Maize,109.89722892131759,20.43576686551855,False,False,Rainy,119,1.3556079712089195
East,Silt,Barley,773.3103297886481,25.74860471964394,True,True,Cloudy,108,8.008172014582495
West,Loam,Maize,142.43251709659356,27.442497310561244,True,True,Sunny,82,4.608124790715826
North,Peaty,Cotton,204.3674618865407,17.66146241083677,False,False,Rainy,114,1.803978483841738
South,Sandy,Wheat,549.2221877989898,17.908720128197768,False,False,Cloudy,75,3.185209293304599
South,Clay,Wheat,877.4693753669754,39.686104697949304,True,False,Rainy,137,5.940015234642199
South,Peaty,Barley,903.6754911818139,36.230421908009426,False,False,Rainy,106,5.320710868590225
West,Silt,Barley,433.17879517130854,34.75176131337084,False,True,Cloudy,127,3.5097518377417924
South,Chalky,Barley,193.5378427779487,15.483632463523067,True,False,Rainy,98,2.3677704281466174
South,Silt,Barley,937.480815491525,39.9352042517319,False,False,Cloudy,145,6.16865447801514
North,Loam,Soybean,838.1163752653807,22.701763658541253,True,True,Cloudy,121,7.749779603003963
North,Silt,Wheat,343.7993468174902,37.731921815577955,False,False,Cloudy,137,1.5020535095133543
South,Sandy,Cotton,199.96812924831028,25.728811502386524,False,True,Sunny,60,3.0506312650247716
South,Sandy,Rice,859.0496651243835,29.902658263297873,True,False,Rainy,104,6.395457380831123
North,Clay,Cotton,993.2710071107409,22.257039513655243,False,False,Rainy,91,5.262737826603017
East,Clay,Barley,741.8325984468368,26.417001471957395,False,False,Cloudy,84,4.2161295358797855
West,Sandy,Maize,655.7206152124987,23.609370971244864,False,True,Sunny,135,4.1494793659351235
West,Sandy,Maize,159.26300445688082,23.725545388501608,True,False,Sunny,148,1.9478133752639843
North,Silt,Wheat,888.6684357443075,24.411445924680923,True,True,Sunny,66,7.833051934547003
West,Clay,Wheat,878.9646246421215,30.771059701137197,False,True,Sunny,148,6.974271790137324
North,Silt,Barley,986.541879208824,24.681563864618692,True,False,Sunny,77,6.8498652611328446
North,Peaty,Maize,300.04243747313706,39.77393361051206,False,False,Rainy,108,3.12068249177563
North,Sandy,Soybean,273.57791619097975,32.09481672352287,False,True,Cloudy,60,3.326533742883763
North,Sandy,Barley,519.3070376611657,23.707106191169522,True,False,Cloudy,106,4.815743490466986
East,Clay,Barley,505.1180790194073,25.137644243894368,True,False,Cloudy,130,4.295461596842392
South,Sandy,Cotton,603.7836945675435,17.891896926486652,False,False,Rainy,69,3.4412050367617053
South,Silt,Rice,193.8897330468467,37.15726558479774,True,False,Rainy,73,2.5467425495144553
East,Clay,Rice,764.7251350035226,26.9294449405136,False,True,Rainy,89,4.892668265154665
West,Peaty,Rice,740.6803991596255,31.21948139800008,False,False,Cloudy,73,4.145958325844396
West,Sandy,Rice,829.14624695839,33.30813395883125,True,False,Cloudy,114,5.89933656492294
South,Loam,Cotton,722.2986621811922,35.97022851883927,True,False,Cloudy,92,5.705646946539641
West,Clay,Wheat,639.9355161547504,36.909026029632635,True,False,Cloudy,138,5.847673486271947
South,Loam,Rice,114.18885186621709,36.05828200075615,False,True,Sunny,72,2.6947260568913753
South,Silt,Cotton,800.3040751243586,24.916123531428923,False,False,Sunny,144,4.167688259226025
East,Clay,Wheat,591.9618671951673,35.43567577260323,True,True,Rainy,96,6.818992360372106
West,Loam,Soybean,863.479585974752,29.177637791957075,False,True,Rainy,105,5.032740790441517
East,Chalky,Cotton,383.5624849162646,38.735384169639715,True,True,Sunny,79,5.680288426759684
South,Loam,Barley,539.2475765960273,21.60330611542173,False,False,Sunny,102,3.045288859850788
South,Chalky,Cotton,245.30553482766425,31.71818813436865,True,True,Rainy,70,3.743913346428685
South,Clay,Soybean,408.559770491681,24.042152937626135,True,False,Cloudy,132,4.0404880432069294
North,Chalky,Soybean,822.228788799068,36.37435800981737,True,False,Rainy,126,7.090661227923068
North,Chalky,Soybean,297.89555494010403,36.508790503714806,True,True,Rainy,143,5.4272330257537575
North,Silt,Soybean,739.5071741768836,16.234366203803763,False,True,Sunny,110,6.375758654134937
East,Loam,Barley,185.5906477504106,33.09814855277358,True,False,Sunny,122,2.748451429721127
South,Peaty,Cotton,908.8983641342909,29.7393548529363,True,True,Sunny,144,7.13336570473367
West,Peaty,Cotton,648.9490690125438,35.189960395698535,False,True,Rainy,79,5.636479529868029
East,Peaty,Cotton,254.45215191035814,15.374718685789018,False,True,Cloudy,83,3.224061640850305
East,Chalky,Wheat,239.25473251603066,17.180145530356338,False,True,Cloudy,99,2.870081795163647
East,Clay,Cotton,691.5104739407344,21.363096799872498,True,True,Sunny,124,6.583458224295889
West,Chalky,Barley,575.5516110539572,17.441292637848207,False,False,Rainy,74,2.8031360805471794
South,Silt,Wheat,215.38505422298692,27.97578704728754,False,True,Sunny,104,2.2970894874721304
North,Clay,Wheat,881.5862453703045,16.04684239778294,True,True,Sunny,103,7.078065444773897
South,Clay,Rice,666.3979096647614,34.14406976322887,False,False,Cloudy,103,4.150386493860717
South,Clay,Rice,179.49359290064285,33.127961591739385,True,False,Cloudy,70,3.5259476056693293
East,Peaty,Rice,714.9006926873766,20.676515549837866,True,False,Cloudy,66,4.9983044375447525
East,Peaty,Barley,976.575689515637,38.76669572977008,True,False,Rainy,149,7.5116468541338675
East,Sandy,Barley,700.5584347903375,16.610546211243076,False,True,Sunny,95,4.859252324564841
North,Chalky,Rice,415.59840165899107,18.774233592740266,True,False,Cloudy,146,3.219177583084231
North,Loam,Maize,658.1781525951,38.01540352256294,False,False,Cloudy,149,4.481179376076772
North,Clay,Rice,382.47124127188465,36.720590305921746,True,True,Rainy,139,6.3373761654052805
South,Loam,Maize,331.6011661811003,39.392108360694216,False,True,Rainy,131,3.6540191638463724
East,Chalky,Wheat,759.3880378267575,19.229592734509517,True,False,Cloudy,83,6.342621900375013
West,Sandy,Maize,194.15467473044524,39.177505598282636,False,True,Cloudy,109,2.483519452333492
South,Silt,Wheat,796.5427532135844,26.163071196419974,True,True,Sunny,63,6.694522180151802
North,Clay,Barley,293.0233496097368,20.172253429372624,False,False,Cloudy,105,1.697483524985204
West,Clay,Rice,544.0332827874336,38.58137021223523,False,True,Cloudy,71,4.713049367916368
West,Silt,Wheat,577.0726923043635,30.261208611577057,False,True,Rainy,135,5.184766129281417
East,Sandy,Barley,369.4477163510063,26.38168663495035,False,False,Sunny,136,2.797231784971604
West,Peaty,Barley,975.9460863374703,23.634301659627205,True,False,Cloudy,138,5.919990531493115
North,Clay,Soybean,877.2954639339418,24.28692460717819,False,False,Cloudy,92,5.1759181916840475
East,Peaty,Rice,751.4080471141885,32.362795865615965,False,True,Rainy,80,5.228633420722623
West,Peaty,Barley,845.6582057740549,25.208365024546346,True,False,Cloudy,78,5.452503657934153
East,Sandy,Wheat,943.4841145427597,20.653996162016377,True,True,Sunny,93,7.19368523549515
West,Chalky,Wheat,380.88567760120105,19.230028881936313,False,True,Cloudy,119,3.87239151322627
South,Clay,Wheat,179.27951297150247,19.55041054612355,False,True,Sunny,115,2.920640157717284
South,Sandy,Barley,959.5679823355179,22.312795816000076,False,False,Sunny,139,4.5853789004942564
North,Silt,Cotton,279.37443708375224,32.942297660929384,False,True,Cloudy,113,2.9185901925211937
South,Peaty,Wheat,874.569454519359,16.963272780109346,True,True,Sunny,123,6.738239963536319
South,Peaty,Rice,864.0413537233552,16.134851909643604,True,True,Cloudy,71,8.140928122254218
South,Clay,Rice,213.97167465078778,24.14789167874971,True,False,Cloudy,107,2.939603173965771
West,Peaty,Rice,858.9309424151941,30.221625834987268,True,False,Sunny,79,6.868021584814507
West,Silt,Cotton,453.61693791742937,39.99786026230417,False,False,Sunny,97,2.8649714642731174
East,Peaty,Soybean,825.632804798505,29.738417997388506,False,True,Cloudy,70,6.895785071421378
West,Loam,Cotton,315.8919567801033,29.157762795988525,True,False,Sunny,108,3.0601853089964344
South,Chalky,Cotton,875.4888602159899,15.2735946799275,False,True,Sunny,138,5.499968904665614
West,Peaty,Maize,289.70273415499673,24.425591724519315,True,True,Sunny,79,4.597593218147477
North,Clay,Soybean,124.59555905272147,24.381639466718738,False,False,Rainy,125,1.1297512768654394
East,Silt,Soybean,925.7231038112832,17.08582270089738,False,False,Sunny,64,4.570965727223007
East,Peaty,Rice,774.3957160989942,26.95981295845501,True,False,Cloudy,95,5.080677334252723
West,Chalky,Soybean,186.257774722338,32.391644388304414,True,True,Sunny,115,2.785801199106031
South,Silt,Wheat,684.302257055086,37.970821230423454,True,True,Cloudy,134,6.860846497946548
East,Loam,Cotton,562.3277855244521,18.320951129116327,True,True,Sunny,118,5.3718252588794595
North,Clay,Maize,233.83733523449396,25.54651285758716,True,True,Rainy,102,4.924178119442875
North,Loam,Cotton,535.987983094068,20.908238080564775,False,False,Rainy,75,3.081315303972827
East,Sandy,Cotton,587.8656518253999,15.069263405349199,True,True,Sunny,141,5.866466175702432
South,Chalky,Cotton,424.8781369094678,21.981396681186148,False,False,Rainy,69,2.7735561797537702
South,Clay,Barley,989.3370651556793,28.02451172730452,False,False,Sunny,61,5.749319660268363
West,Loam,Wheat,265.20169309400285,23.50322641764526,False,True,Rainy,145,2.1708703659561044
West,Silt,Maize,351.00263710160385,19.820015846398192,True,True,Rainy,143,5.500958441986736
East,Silt,Maize,235.9543329594359,36.4103994965929,True,True,Rainy,101,4.823240152069636
West,Chalky,Maize,643.031860594399,19.95067732186102,True,False,Cloudy,95,5.299609485990607
West,Sandy,Cotton,383.21883757015155,25.6602701211593,False,False,Rainy,144,2.064941276008499
West,Sandy,Soybean,308.33058891340613,18.591530889774038,False,False,Rainy,82,1.4683118485207258
North,Clay,Rice,851.2900866231952,31.19042295940071,True,True,Sunny,93,7.6644023930275305
West,Chalky,Soybean,641.6148247780475,33.96599195853531,True,True,Sunny,99,6.303698510986332
East,Silt,Rice,941.6027488246859,33.73482181217621,True,False,Cloudy,103,6.536821709596705
South,Sandy,Soybean,178.9501467773432,23.325779982195705,True,False,Sunny,127,3.665990091034732
West,Sandy,Cotton,610.4311931928739,18.618650332150008,True,True,Rainy,72,6.395810018763284
South,Silt,Soybean,283.08026232591175,27.974211277269788,False,True,Sunny,71,3.652089742717876
West,Silt,Rice,278.7240974584488,15.940036146626849,True,True,Cloudy,75,4.80548302575155
East,Peaty,Wheat,643.871190360269,34.6895767498514,True,True,Rainy,139,6.402413427903327
North,Chalky,Rice,167.35498437571104,24.825438553335427,False,False,Cloudy,66,1.2119494674345896
East,Sandy,Wheat,615.1290772892534,25.453466585505957,True,True,Cloudy,131,5.957738416515071
North,Sandy,Maize,612.9402644667913,20.554680384242623,True,True,Rainy,114,5.94974737682876
West,Chalky,Rice,674.9343881702871,24.377007611979565,False,False,Cloudy,112,4.320070074604598
West,Peaty,Maize,491.939591670314,16.601759228969144,False,False,Sunny,98,2.258899867280266
North,Peaty,Wheat,116.3895942482041,28.517219732388583,True,True,Rainy,140,3.7207411572746123
East,Clay,Soybean,428.125303551202,37.817915682989344,False,False,Sunny,89,2.393351937347883
East,Loam,Soybean,811.8361444797013,36.14545038715619,True,False,Rainy,61,6.380210889858758
North,Peaty,Wheat,854.8467239114743,35.39131399292798,True,True,Sunny,66,8.127955654393373
West,Loam,Barley,370.2483963822427,18.310242352944513,False,False,Sunny,147,1.8993736259516116
North,Sandy,Soybean,230.84886639020937,21.459714917374388,False,True,Cloudy,70,3.0743615907424466
West,Sandy,Rice,849.5391853130069,27.50683451029496,True,False,Cloudy,112,6.894066677942922
